ActivityName,SelectedModuleID,ModuleTypeName,Category,TaskType,NodeType,UsageCount,IsOrphaned
removeSqlICreate,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
removeTableBorders,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeTextAfterPort,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeUserAssignment1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeUserFromAdGroup,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeUserFromAdGroups,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeUserPrefix,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeConfidentiality,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
removeCreateAndFirstRow,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
renameAddActionToAction,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
renameBadgetoUser,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
renamegroupMembershipToGroup,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RenameMasterError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
registryCreateKeyPath2,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
registryCreatePath64,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
registryCreatePathRegular,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
registryDelete1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RebootStartsHere,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RebootStatus,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RebootStatusFailed,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RebootStatusIsSuccess,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RebootTimeIsFuture,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RebootTimePast,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
registryQueryEnableScripts,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
registryQueryExecutionPolicy,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
RebootFailedLogs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
reCheckLockFileExists,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
recordList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
recordListCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
recordListing,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
recordListRowNum,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringDays,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringMonthlyOnDays,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringMonthlyOnWeek,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringMonths,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringRestartSchedule,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringRestartSchedule_Daily,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringRestartSchedule_Monthly,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringRestartSchedule_NotDaily,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RecurringRestartSchedule_Weekly,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
redhatCentosInstalledSoftware,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
redHatInstalledSoftwareError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
regDbName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
quoteHttp,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RACK,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
random_1_10000,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
randomNumberGenerator1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
randomPassword,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
rangeStart,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
QueryRow,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
queryTableCount,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QueryTemplateHardPhone,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
rankDecrease,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
rankIncrease,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RDPPingFailedLog,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
RDPPingLogs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readAdditionalResult,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ReadALLLogs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readAuditFile,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readAzureData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ReadConfigFile,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ReadConfigFileNotes,11,ServiceNow,BUSINESS,TRANSFORM,LEAF,1,0
readSolarwindsData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readVmData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readWord1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readHtmlFile,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readIPsFromVerticaConfig,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readMappingTable,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readCSV2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readDataCsv,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
readExcelAddresses,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OTHEROU,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OtherOUDefault,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outlookSignatureFailed,11,ServiceNow,BUSINESS,TRANSFORM,LEAF,1,0
outputAccountCadence,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputAccountInteraction,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputArr,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputAssignedCSMs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputCounter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputDataJSON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputDevicesUnderMgmt,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputExpressUseCases,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputLicenseType,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputNps,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputProduct,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputRenewalDate,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputReportRowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputRunbooksInProd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
outputTop50,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
objectData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ObjectsRelationsHtml,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
objRefCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OfferingIdRowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OFPName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Number,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NumberOfFiles,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
numLuns,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
numMappedLuns,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
openIncCounter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldRankGroupCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldGroupList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldLastUpdated,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
oldRankAdGroups,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldRankAdGroupsCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PARSE_ALERTKEY,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
parseInterfaceName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
parseJsonSession,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
parseUtilizationAlert,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
parseWebServerCI,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass_gen,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass10,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass3,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass5,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass6,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass7,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass8,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pass9,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PARALLEL_add_latest_delete,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_Verbose_unique_alert_keys,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_Verbose_unique_alert_keys_before_wait,NULL,INTERNAL,INTERNAL,WAIT,CONTAINER,1,0
PARALLEL_WORKAROUND_count_unique_alert_keys,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_WORKAROUND_delete_key_from_keys,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_WORKAROUND_new_key_is_here,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_WORKAROUND_new_key_is_here_in_table,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_WORKAROUND_Verbose_result,NULL,INTERNAL,INTERNAL,TRANSFORM,CONTAINER,1,0
PARALLEL_WORKAROUND_wait_60sec,NULL,INTERNAL,INTERNAL,WAIT,CONTAINER,1,0
OptimalTestInstallLetter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OptimalTestWhile,NULL,INTERNAL,INTERNAL,DECISION,CONTAINER,1,0
oracleQuery1,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
oracleStatement1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OrganizeAuditTable,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OriginalDLLFile,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
origTemplate,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
noExecutionCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NoJiraTicket_EXISTS,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nonce,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
noPreviousRankFound2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NoPSVersionLogs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NoResponseonApproval1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NoResponseonApproval2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Not_Contains_Error,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NotDailySchedule,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NoPatchBranch,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NoPatchFailedLog,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
now_NCO_format,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nowTs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nsAdditionalData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nsData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldRankNumber,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldRankRowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldRepCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldReports,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldTitle,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldTitleAdGroups,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldTitleGroupCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldTitleInfo,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldTitleNumber,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
oldTitleRowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
onboardingRequestCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OnCallFirstName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
OnCallLastName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ont_alarms,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
op_sys_linux_win,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notFoundEnableScripts,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notFoundExecutionPolicy,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notFoundList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notFoundRowCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NOTIFICATION,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notification_RebootFailed,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notification_RebootSuccess,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_acceptable_data_QUALITY_FLAG,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_bad_data_QUALITY_FLAG,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_count_T_XPON_LOSS_RESULTS_failing,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_ERROR_no_PON_LOSS_with_DyingGasps,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_ISAM_not_found_in_CRL,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_NAMING_CONVENTION_NOT_OK,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_NoApproval1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_NoApproval2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_NOCteam_P1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_NOCteam_P2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_NTOncall,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_ServerRebootFailed_HyperV,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Notify_ServerRebootFails,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_SPLIITER_unknown,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_UTAC_not_found,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
notify_XPON_no_LOSS,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NotifyUser_ScheduledReboot,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NextVPCName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nicCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nightlyFileProcessed,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
noBackupRequestedMSG,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nodeIPAddress_START_CLUSTER_LOG,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NodeLocation,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nodePrivateIP,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nodePublicIP,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nodePublicIP_DISK_CHECK,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nodePublicIP_PING,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nodeStatusCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NextManager,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nextName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NextNameError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
nextNameMemset,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NextNameSuccess,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
newEventsHtml,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
NewFolder,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
newGroupList,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
processCPUUsage1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
processFile,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PrevMemory,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
process,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Primary_EmailAddress,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PrimaryOncall,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PrimaryOncall_Name,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PrimaryOncallEmail,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PrimaryOncallPhone,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
prevCreateStatement,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
previous_alarm_date,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
previouslySeenServerCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Preference_IsItEmergency,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PreferenceIsEmergency,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PreferenceIsRecurring,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PreferenceIsScheduled,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PreferenceNotEmergency,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PowerState2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
powerShell4,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
powerShellDirectExpressVars,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
powerShellParamVars,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PowerON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
powerShellScript2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PSVerOKLogs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
processList2,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
processMemoryUsage1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
psExecuteScript1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
processOwner1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
processStart1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ProvisionAccountOrig,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ProvisionAccountQA,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ProvisionSuccess,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
ProvisionToAlias,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PS_ParseSubject,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PSVersionLow,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PurposeSubPurpose,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PUT_Incident,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pythonCode1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pythonCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pythonData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pythonNumberCounter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
QAoutput,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
QAStatus,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
qRadarAddOffenseNote1,50,IBM QRadar,OTHER,TRANSFORM,LEAF,1,0
qRadarAssignOffense1,50,IBM QRadar,OTHER,TRANSFORM,LEAF,1,0
qRadarGetEventDetails1,50,IBM QRadar,OTHER,INPUT,LEAF,1,0
qRadarGetOffense1,50,IBM QRadar,OTHER,INPUT,LEAF,1,0
qRadarGetOffenseEvents1,50,IBM QRadar,OTHER,INPUT,LEAF,1,0
queryNetSuite,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
queryNodeStatuses,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QueryOnCall,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
queryResultCount,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QueryResults,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QueryAlias,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QUERYALIASERROR,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QUERYALIASSUCCESS,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
queryClaude,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
queryDbTable,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
QueryLineTemplate,NULL,INTERNAL,INTERNAL,INPUT,LEAF,1,0
PEOSComment,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PEOSIssueTye,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PEOSKey,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PEOSStatus,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PEOSSummary,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PEOSUpdated,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
percentMem,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
performanceMonitor1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PhaseIdCLOSEorABANDON,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PhoneConfigData,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
phrase,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pidCount,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pidLine,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Ping_3rd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Ping_Not3rd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Ping_ServerName,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pingLatency1,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PingLogs,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pingPublicToPrivate,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pingPublicToPublic,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pingReportContainsFailures,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PingAgain_3rd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PingAgain_Not3rd,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
passwordExpirationDate,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pageCounter,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PatchBucketError,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PatchingProcessFailureLog,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PatchingSuccessLog,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
patchStartTime,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
Path,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pauseForReboot,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
pkidWithBrackets,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
placeHolder,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PlacesComment,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PlacesIssueType,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PlacesKey,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PlacesStatus,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PlacesSummary,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PlacesUpdated,NULL,INTERNAL,INTERNAL,OUTPUT,LEAF,1,0
PingServerAfterSysUptime,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PingServerAgain_AfterUptimeIsDenied,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PingServerExists,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
PingServerName_Failed,NULL,INTERNAL,INTERNAL,TRANSFORM,LEAF,1,0
